store,websites,attribute_set,type,sku,Wholesale,price,Normal,mptp_cat_id,mptp_update_status,bundle_attributes,bundle_attribute_products,config_attributes,assort,upsell,crosssell
admin,base,Default,simple,KZ0017,16.95,22.95,22.95,KZBULBS,,,,,,,
admin,base,Default,simple,KZ0019,17.95,23.95,23.95,KZBULBS,,,,,,,
admin,base,Default,simple,KZ0021,18.95,24.95,24.95,KZBULBS,,,,,,,
admin,base,Default,simple,KZ0023,21.95,29.95,29.95,KZBULBS,,,,,,,
admin,base,Default,grouped,KZ-SUPERBLUE,,,,KZBULBS,,,,,,,
admin,base,Default,simple,KZ0025,16.95,22.95,22.95,KZBULBS,,,,,,,
admin,base,Default,simple,KZ0027,17.95,23.95,23.95,KZBULBS,,,,,,,
admin,base,Default,simple,KZ0029,18.95,24.95,24.95,KZBULBS,,,,,,,
admin,base,Default,simple,KZ0031,21.95,29.95,29.95,KZBULBS,,,,,,,
admin,base,Default,simple,ETM0013,239.95,284.95,284.95,ETMVORTECHPUMP,,,,,,,
admin,base,Default,simple,ETM0015,391.95,464.95,464.95,ETMVORTECHPUMP,,,,,,,
admin,base,Default,simple,ETM0016,653.95,774.95,774.95,ETMVORTECHPUMP,,,,,,,
admin,base,Default,simple,ETM0017,126.95,149.95,149.95,ETMVORTECHPUMP,,,,,,,
admin,base,Default,simple,ETM0021,71.95,84.95,84.95,ETMVORTECHUPGRADE,,,,,,,
admin,base,Default,simple,ETM0023,45.95,54.95,54.95,ETMVORTECHUPGRADE,,,,,,,
admin,base,Default,simple,ETM0101,132.95,164.95,164.95,ETMVORTECHUPGRADE,,,,,,,
admin,base,Default,simple,GSM0001,12.32,18.86,18.95,GSMBULBS,,,,,,,
admin,base,Default,simple,GSM0003,13.62,20.66,20.95,GSMBULBS,,,,,,,
admin,base,Default,simple,GSM0005,14.27,21.56,21.95,GSMBULBS,,,,,,,
admin,base,Default,simple,GSM0007,16.22,25.56,24.95,GSMBULBS,,,,,,,
admin,base,Default,grouped,GSM-AQUABLUEPLUS,,,,GSMBULBS,,,,,,,
admin,base,Default,simple,GSM0009,12.32,21.56,18.95,GSMBULBS,,,,,,,
admin,base,Default,simple,GSM0011,13.62,23.36,20.95,GSMBULBS,,,,,,,
admin,base,Default,simple,GSM0013,15.57,24.26,23.95,GSMBULBS,,,,,,,
admin,base,Default,simple,GSM0015,16.87,27.86,25.95,GSMBULBS,,,,,,,
admin,base,Default,grouped,GSM-ACTINICPLUS,,,,GSMBULBS,,,,,,,
admin,base,Default,simple,GSM0017,12.32,18.86,18.95,GSMBULBS,,,,,,,
admin,base,Default,simple,GSM0019,13.62,20.66,20.95,GSMBULBS,,,,,,,
admin,base,Default,simple,GSM0021,15.57,23.36,23.95,GSMBULBS,,,,,,,
admin,base,Default,simple,GSM0023,16.87,26.06,25.95,GSMBULBS,,,,,,,
admin,base,Default,grouped,GSM-PUREACTINIC,,,,GSMBULBS,,,,,,,
admin,base,Default,simple,GSM0025,13.62,26.06,20.95,GSMBULBS,,,,,,,
admin,base,Default,simple,GSM0027,14.95,27.86,22.95,GSMBULBS,,,,,,,
admin,base,Default,simple,GSM0029,16.87,29.66,25.95,GSMBULBS,,,,,,,
admin,base,Default,simple,GSM0031,18.17,32.36,27.95,GSMBULBS,,,,,,,
admin,base,Default,grouped,GSM-AQUAFLORA,,,,GSMBULBS,,,,,,,
admin,base,Default,simple,GSM0033,12.97,21.56,19.95,GSMBULBS,,,,,,,
admin,base,Default,simple,GSM0035,14.27,23.36,21.95,GSMBULBS,,,,,,,
admin,base,Default,simple,GSM0037,16.22,24.26,24.95,GSMBULBS,,,,,,,
admin,base,Default,simple,GSM0039,17.52,27.86,26.95,GSMBULBS,,,,,,,
admin,base,Default,grouped,GSM-AQUAPINK,,,,GSMBULBS,,,,,,,
admin,base,Default,simple,GSM0041,12.97,24.26,19.95,GSMBULBS,,,,,,,
admin,base,Default,simple,GSM0043,14.27,26.06,21.95,GSMBULBS,,,,,,,
admin,base,Default,simple,GSM0045,16.22,26.96,24.95,GSMBULBS,,,,,,,
admin,base,Default,simple,GSM0047,17.52,29.66,26.95,GSMBULBS,,,,,,,
admin,base,Default,grouped,GSM-LAGOONBLUE,,,,GSMBULBS,,,,,,,
admin,base,Default,simple,GSM0049,12.32,20.13,18.95,GSMBULBS,,,,,,,
admin,base,Default,simple,GSM0051,13.62,21.47,20.95,GSMBULBS,,,,,,,
admin,base,Default,simple,GSM0053,15.57,23.13,23.95,GSMBULBS,,,,,,,
admin,base,Default,simple,GSM0055,16.87,26.31,25.95,GSMBULBS,,,,,,,
admin,base,Default,simple,LET0001,84.95,121.95,121.95,LETMIRO4RETROFIT,,,,,,,
admin,base,Default,simple,LET0003,149.95,214.95,214.95,LETMIRO4RETROFIT,,,,,,,
admin,base,Default,simple,LET0005,208.95,298.95,298.95,LETMIRO4RETROFIT,,,,,,,
admin,base,Default,simple,LET0007,273.95,391.95,391.95,LETMIRO4RETROFIT,,,,,,,
admin,base,Default,simple,LET0009,85.95,121.95,121.95,LETMIRO4RETROFIT,,,,,,,
admin,base,Default,simple,LET0011,150.95,215.95,215.95,LETMIRO4RETROFIT,,,,,,,
admin,base,Default,simple,LET0013,209.95,299.95,299.95,LETMIRO4RETROFIT,,,,,,,
admin,base,Default,simple,LET0015,275.95,393.95,393.95,LETMIRO4RETROFIT,,,,,,,
admin,base,Default,simple,LET0017,88.95,127.95,127.95,LETMIRO4RETROFIT,,,,,,,
admin,base,Default,simple,LET0019,157.95,225.95,225.95,LETMIRO4RETROFIT,,,,,,,
admin,base,Default,simple,LET0021,220.95,315.95,315.95,LETMIRO4RETROFIT,,,,,,,
admin,base,Default,simple,LET0023,289.95,414.95,414.95,LETMIRO4RETROFIT,,,,,,,
admin,base,Default,simple,LET0027,107.95,154.95,154.95,LETMIRO4RETROFIT,,,,,,,
admin,base,Default,simple,LET0031,189.95,270.95,270.95,LETMIRO4RETROFIT,,,,,,,
admin,base,Default,simple,LET0033,277.95,396.95,396.95,LETMIRO4RETROFIT,,,,,,,
admin,base,Default,simple,LET0035,365.95,521.95,521.95,LETMIRO4RETROFIT,,,,,,,
admin,base,Default,simple,LET0403,11.45,19.95,19.95,LETMIRO4REFLECTOR,,,,,,,
admin,base,Default,simple,LET0405,12.45,21.95,21.95,LETMIRO4REFLECTOR,,,,,,,
admin,base,Default,simple,LET0407,14.45,23.95,23.95,LETMIRO4REFLECTOR,,,,,,,
admin,base,Default,simple,ATI0303,508.95,678.95,678.95,ATISKIMMERS,,,,,,,
admin,base,Default,simple,ATI0305,549.95,733.95,733.95,ATISKIMMERS,,,,,,,
admin,base,Default,grouped,AES-MAXCHILL,,,,AECHILLERS,,,,,,,
admin,base,Default,grouped,PEC-MH,,,,PHEONIXBULBS,,,,,,,
admin,base,Default,grouped,GE-6500K,,,,GEBULBS,,,,,,,
admin,base,Default,grouped,KZ-FIJIPURPLE,,,,KZBULBS,,,,,,,
admin,base,Default,simple,ETM0011,197.95,234.95,234.95,ETMVORTECHPUMP,,,,,,,
admin,base,Default,simple,ETM0019,83.95,99.95,99.95,ETMVORTECHUPGRADE,,,,,,,
admin,base,Default,grouped,AM-CALFLUID,,,,PINPOINT,,,,,,,
admin,base,Default,grouped,LET-MIRO4RETROFIT,,,,LETMIRO4RETROFIT,,,,,,,
admin,base,Default,simple,LET0401,10.45,18.95,18.95,LETMIRO4REFLECTOR,,,,,,,
admin,base,Default,grouped,ATI-POWERCONE,,,,ATISKIMMERS,,,,,,,
admin,base,Default,grouped,ATI-T5BALLAST,,,,,,,,,,,
admin,base,Default,grouped,ATI-SPENDPLATES,,,,,,,,,,,
admin,base,Default,grouped,ETM-WSA,,,,,,,,,,,
