store,websites,attribute_set,type,sku,gallery,com_image,com_small_image,com_thumbnail
admin,base,Default,simple,ATI3001,"/ati/ati_sunpower_4_bulb_kit.jpg,/ati/ati_sunpower_4_bulb_underside.jpg",/ati/ati_sunpower_4_bulb_kit.jpg,/ati/ati_sunpower_4_bulb_kit.jpg,/ati/ati_sunpower_4_bulb_kit.jpg
